,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
0,0,0,2,3,8,0.8,26.16,1108.0,7080,98,0.0,0,0,59.0,0.940725424
1,0,0,1,3,1,0.75,3.94,1506.0,960,26,0.0,0,0,8.0,0.8865
2,0,0,2,3,11,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492
3,0,0,2,3,12,0.8,11.41,968.0,3660,50,0.0,0,0,30.5,0.800570492
4,0,0,2,3,6,0.8,25.9,1170.0,1920,50,0.0,0,0,56.0,0.800381944
5,0,0,2,3,7,0.8,25.9,984.0,6720,38,0.0,0,0,56.0,0.800125
6,0,0,1,3,2,0.75,3.94,1506.0,960,26,0.0,0,0,8.0,0.755166667
7,0,0,2,3,3,0.75,28.08,795.0,6900,45,0.0,0,0,57.5,0.753683478
8,0,0,2,3,2,0.75,19.87,733.0,6000,34,0.0,0,0,55.0,0.753097531
9,0,0,2,3,1,0.75,28.08,681.0,6900,45,0.0,0,0,57.5,0.750427826
10,0,0,2,3,9,0.7,28.08,872.0,6900,44,0.0,0,0,57.5,0.721126957
11,0,0,2,3,10,0.75,19.31,578.0,6480,45,0.0,0,0,54.0,0.712205247
12,0,0,2,3,5,0.8,11.41,668.0,3660,50,0.0,0,0,30.5,0.707045902
13,0,0,1,3,10,0.65,3.94,1506.0,960,26,0.0,0,0,8.0,0.705916667
14,0,0,1,3,8,0.75,2.9,1520.0,960,26,0.0,0,0,8.0,0.676666667
15,0,0,1,3,4,0.75,3.94,1506.0,2160,26,0.0,0,0,18.0,0.593055556
16,0,0,1,3,7,0.8,2.9,1520.0,960,26,0.0,0,0,8.0,0.540729167
17,0,0,2,3,4,0.65,23.69,861.0,7200,0,0.0,0,0,60.0,0.52118
18,0,0,0,3,11,0.7,4.15,1504.0,1440,26,0.0,0,0,12.0,0.436326389
19,19,0,1,1,4,0.8,4.15,1504.0,6600,26,0.0,0,0,20.0,0.988024691
20,19,0,1,1,11,0.75,2.9,1520.0,5640,26,0.0,0,0,17.0,0.987880435
21,19,0,1,1,9,0.8,4.15,1504.0,960,26,0.0,0,0,8.0,0.956270833
22,19,0,1,1,3,0.75,3.94,1506.0,1560,27,0.0,0,0,8.0,0.945277778
23,19,0,1,1,1,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.902916667
24,19,0,2,1,1,0.8,28.08,772.0,6300,50,0.0,0,0,56.5,0.800725314
25,19,0,2,1,3,0.8,28.08,913.0,6540,50,0.0,0,0,54.5,0.800322936
26,19,0,2,1,8,0.8,26.16,1261.0,7080,50,0.0,0,0,59.0,0.800318644
27,19,0,2,1,12,0.8,26.16,844.0,7080,63,0.0,0,0,59.0,0.800318644
28,19,0,2,1,11,0.8,11.61,1005.0,7080,50,0.0,0,0,29.5,0.800237288
29,19,0,2,1,5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,0.800148649
30,19,0,2,1,6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125
31,19,0,2,1,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125
32,19,0,2,1,10,0.75,19.31,610.0,6480,56,0.0,0,0,54.0,0.787299691
33,19,0,1,1,2,0.8,4.15,1504.0,960,27,0.0,0,0,8.0,0.782447917
34,19,0,2,1,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
35,19,0,1,1,10,0.7,4.15,1504.0,960,27,0.0,0,0,8.0,0.7018125
36,19,0,2,1,4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038
37,19,0,2,1,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217
38,19,0,1,1,8,0.8,2.9,1520.0,960,27,0.0,0,0,8.0,0.628333333
39,19,0,1,1,7,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.6253125
40,21,0,1,2,3,0.75,4.15,1504.0,1560,27,0.0,0,0,8.0,0.991388889
41,21,0,1,2,9,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.931645833
42,21,0,1,2,1,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.915229167
43,21,0,2,2,6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482
44,21,0,1,2,4,0.8,3.94,1506.0,6600,27,0.0,0,0,20.0,0.861679012
45,21,0,2,2,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492
46,21,0,2,2,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438
47,21,0,2,2,8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133
48,21,0,2,2,4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058
49,21,0,2,2,1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644
50,21,0,2,2,2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838
51,21,0,2,2,12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199
52,21,0,1,2,2,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.792104167
53,21,0,1,2,10,0.7,3.94,1506.0,4320,27,0.0,0,0,18.0,0.759228395
54,21,0,2,2,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457
55,21,0,2,2,3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303
56,21,0,2,2,10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217
57,21,0,1,2,8,0.8,2.9,1520.0,960,27,0.0,0,0,8.0,0.682708333
58,21,0,1,2,7,0.8,2.9,1520.0,960,27,0.0,0,0,8.0,0.667604167
59,21,0,2,2,5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184
60,21,0,1,2,11,0.75,4.15,1504.0,960,27,0.0,0,0,8.0,0.345833333
61,22,0,1,0,1,0.8,3.94,1506.0,1920,27,0.0,0,0,8.0,0.961059028
62,22,0,1,0,11,0.8,3.94,1506.0,2400,27,0.0,0,0,10.0,0.939513889
63,22,0,1,0,4,0.8,3.94,1506.0,3840,27,0.0,0,0,16.0,0.893663194
64,22,0,1,0,3,0.75,4.15,1504.0,1920,27,0.0,0,0,8.0,0.875390625
65,22,0,2,0,9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492
66,22,0,1,0,9,0.8,2.9,1520.0,1920,27,0.0,0,0,8.0,0.820833333
67,22,0,1,0,2,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.804416667
68,22,0,2,0,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366
69,22,0,2,0,8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366
70,22,0,2,0,1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644
71,22,0,2,0,11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962
72,22,0,2,0,6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.800246011
73,22,0,2,0,12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011
74,22,0,2,0,2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522
75,22,0,2,0,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522
76,22,0,1,0,10,0.75,2.9,1520.0,960,27,0.0,0,0,8.0,0.763375
77,22,0,1,0,5,0.6,2.9,1520.0,960,27,0.0,0,0,8.0,0.759270833
78,22,0,2,0,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504
79,22,0,2,0,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
80,22,0,1,0,7,0.8,3.94,1506.0,960,27,0.0,0,0,8.0,0.676666667
81,22,0,1,0,8,0.8,2.9,1520.0,960,27,0.0,0,0,8.0,0.664583333
82,22,0,2,0,5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736
83,23,0,1,4,4,0.8,3.94,1506.0,4440,27,0.0,0,0,18.0,0.966781346
84,23,0,1,4,1,0.8,3.94,1506.0,1440,27,0.0,0,0,8.0,0.936496212
85,23,0,1,4,3,0.75,4.15,1504.0,1800,27,0.0,0,0,10.0,0.899166667
86,23,0,1,4,11,0.8,4.15,1504.0,2700,27,0.0,0,0,15.0,0.888686869
87,23,0,1,4,9,0.8,3.94,1506.0,1440,27,0.0,0,0,8.0,0.858143939
88,23,0,2,4,1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311
89,23,0,2,4,9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311
90,23,0,1,4,10,0.75,3.94,1506.0,1440,27,0.0,0,0,8.0,0.809640152
91,23,0,1,4,2,0.8,3.94,1506.0,1440,27,0.0,0,0,8.0,0.805909091
92,23,0,2,4,2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466
93,23,0,2,4,4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466
94,23,0,2,4,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829
95,23,0,2,4,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969
96,23,0,2,4,7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721
97,23,0,2,4,8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721
98,23,0,2,4,6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657
99,23,0,2,4,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455
100,23,0,2,4,11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851
101,23,0,1,4,8,0.8,2.9,1520.0,1440,27,0.0,0,0,8.0,0.681060606
102,23,0,2,4,5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281
103,23,0,1,4,7,0.8,2.9,1520.0,1440,27,0.0,0,0,8.0,0.61625
104,24,0,1,5,1,0.8,3.94,1506.0,1440,27,0.0,0,0,8.0,0.951420455
105,24,0,1,5,9,0.8,3.94,1506.0,1440,27,0.0,0,0,8.0,0.880530303
106,24,0,2,5,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311
107,24,0,2,5,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311
108,24,0,2,5,8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766
109,24,0,1,5,3,0.75,4.15,1504.0,2700,28,0.0,0,0,15.0,0.83
110,24,0,1,5,4,0.8,3.94,1506.0,4440,28,0.0,0,0,18.0,0.827186544
111,24,0,1,5,2,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.813371212
112,24,0,1,5,10,0.75,3.94,1506.0,1440,28,0.0,0,0,8.0,0.805909091
113,24,0,1,5,7,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.804640152
114,24,0,2,5,2,0.8,28.08,776.0,10350,63,0.0,0,0,57.5,0.800594466
115,24,0,2,5,4,0.8,28.08,990.0,10350,50,0.0,0,0,57.5,0.800594466
116,24,0,2,5,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766
117,24,0,2,5,3,0.8,19.87,924.0,9900,50,0.0,0,0,55.0,0.800273829
118,24,0,2,5,12,0.8,11.61,1120.0,5670,50,0.0,0,0,31.5,0.800246753
119,24,0,2,5,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56.5,0.800128721
120,24,0,2,5,10,0.75,28.08,1144.0,10530,69,0.0,0,0,58.5,0.8
121,24,0,2,5,5,0.7,21.98,413.0,9720,40,0.0,0,0,58.0,0.700480831
122,24,0,1,5,8,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.681060606
123,24,0,1,5,6,0.8,2.9,1520.0,1800,28,0.0,0,0,10.0,0.666515152
124,24,0,2,5,11,0.8,31.83,568.0,9900,40,0.0,0,0,55.0,0.412119835
125,24,0,1,5,5,0.7,4.15,1504.0,1440,28,0.0,0,0,8.0,0.330113636
126,25,1,1,3,1,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.947689394
127,25,1,1,3,4,0.8,3.94,1506.0,12600,28,0.0,0,0,20.0,0.919905405
128,25,1,2,3,9,0.8,26.16,1216.0,10620,88,0.0,0,0,59.0,0.900215716
129,25,1,1,3,9,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.891723485
130,25,1,2,3,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59.0,0.850502311
131,25,1,2,3,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.850181818
132,25,1,2,3,7,0.8,25.9,1050.0,10170,60,0.0,0,0,56.5,0.850136766
133,25,1,2,3,8,0.8,25.9,1026.0,10170,60,0.0,0,0,56.5,0.850136766
134,25,1,1,3,2,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.835757576
135,25,1,1,3,5,0.7,4.15,1504.0,3840,28,0.0,0,0,8.0,0.821354167
136,25,1,2,3,2,0.8,28.08,783.0,10050,63,0.0,0,0,58.5,0.800497246
137,25,1,2,3,3,0.8,19.87,857.0,9900,50,0.0,0,0,55.0,0.800273829
138,25,1,2,3,12,0.8,11.61,548.0,15120,63,0.0,0,0,31.5,0.800107143
139,25,1,2,3,6,0.8,11.41,411.0,14640,50,0.0,0,0,30.5,0.800024932
140,25,1,2,3,10,0.75,28.08,1066.0,10530,69,0.0,0,0,58.5,0.8
141,25,1,1,3,10,0.75,3.94,1506.0,1440,28,0.0,0,0,8.0,0.779791667
142,25,1,1,3,8,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.735984848
143,25,1,1,3,3,0.75,4.15,1504.0,2160,28,0.0,0,0,12.0,0.712626263
144,25,1,1,3,7,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.681060606
145,25,1,1,3,11,0.8,4.15,1504.0,900,28,0.0,0,0,5.0,0.515606061
146,25,1,2,3,11,0.35,12.52,287.0,25920,38,0.0,0,0,54.0,0.349951389
147,25,1,2,3,5,0.7,42.41,724.0,10260,0,0.0,0,0,57.0,0.233705476
148,1,1,1,1,1,0.8,3.94,1506.0,2160,28,0.0,0,0,8.0,0.985
149,1,1,1,1,3,0.75,4.15,1504.0,2760,28,0.0,0,0,12.0,0.930340376
150,1,1,1,1,4,0.8,3.94,1506.0,6000,28,0.0,0,0,20.0,0.911589744
151,1,1,1,1,9,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.858143939
152,1,1,2,1,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59.0,0.851174114
153,1,1,2,1,7,0.8,25.9,970.0,10170,60,0.0,0,0,56.5,0.850136766
154,1,1,2,1,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56.5,0.850136766
155,1,1,1,1,10,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.846950758
156,1,1,1,1,11,0.8,4.15,1504.0,1440,28,0.0,0,0,8.0,0.817424242
157,1,1,1,1,2,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.817102273
158,1,1,2,1,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213
159,1,1,2,1,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466
160,1,1,2,1,12,0.8,11.61,893.0,4710,50,0.0,0,0,31.5,0.800346445
161,1,1,2,1,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766
162,1,1,2,1,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117103
163,1,1,2,1,10,0.8,28.08,1082.0,10530,63,0.0,0,0,58.5,0.8
164,1,1,2,1,3,0.75,19.87,1075.0,7080,45,0.0,0,0,56.0,0.750098351
165,1,1,2,1,11,0.5,12.52,749.0,9540,38,0.0,0,0,53.0,0.673245283
166,1,1,1,1,7,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.670075758
167,1,1,1,1,8,0.8,2.9,1520.0,1440,28,0.0,0,0,8.0,0.628882576
168,1,1,2,1,5,0.5,20.79,966.0,7680,0,0.0,0,0,56.0,0.388007813
169,1,1,1,1,5,0.5,4.15,1504.0,1440,28,0.0,0,0,8.0,0.337973485
170,2,1,1,2,3,0.75,4.15,1504.0,1440,28,0.0,0,0,8.0,0.93532197
171,2,1,1,2,4,0.8,3.94,1506.0,3600,28,0.0,0,0,20.0,0.925643939
172,2,1,2,2,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900215716
173,2,1,1,2,1,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.873068182
174,2,1,1,2,9,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.858143939
175,2,1,2,2,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59.0,0.850502311
176,2,1,2,2,7,0.8,25.9,1012.0,10170,45,0.0,0,0,56.5,0.850136766
177,2,1,2,2,8,0.8,25.9,1209.0,10170,60,0.0,0,0,56.5,0.850136766
178,2,1,1,2,10,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.828295455
179,2,1,1,2,2,0.8,3.94,1506.0,1440,28,0.0,0,0,8.0,0.820833333
180,2,1,2,2,6,0.8,11.41,887.0,5490,50,0.0,0,0,30.5,0.800343766
181,2,1,2,2,12,0.8,11.61,896.0,5670,50,0.0,0,0,31.5,0.800246753
182,2,1,2,2,2,0.8,28.08,805.0,10530,63,0.0,0,0,58.5,0.8
183,2,1,2,2,10,0.8,28.08,762.0,10530,38,0.0,0,0,58.5,0.8
184,2,1,2,2,3,0.8,19.87,1043.0,6420,0,0.0,0,0,55.0,0.690182815
185,2,1,1,2,11,0.8,4.15,1504.0,1440,29,0.0,0,0,8.0,0.668087121
186,2,1,1,2,8,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.653598485
187,2,1,1,2,5,0.5,4.15,1504.0,1440,29,0.0,0,0,8.0,0.609138258
188,2,1,2,2,11,0.6,12.52,831.0,9540,30,0.0,0,0,53.0,0.600229846
189,2,1,1,2,6,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.597348485
190,2,1,1,2,7,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.590435606
191,2,1,2,2,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796
192,2,1,2,2,5,0.6,20.79,1208.0,7980,0,0.0,0,0,57.0,0.452979626
193,3,1,1,0,1,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.955151515
194,3,1,1,0,4,0.35,4.3,1502.0,3240,29,0.0,0,0,18.0,0.942213805
195,3,1,1,0,3,0.8,4.15,1504.0,1800,29,0.0,0,0,10.0,0.905454545
196,3,1,1,0,2,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.880530303
197,3,1,1,0,9,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.858143939
198,3,1,2,0,1,0.8,26.16,1099.0,8220,75,0.0,0,0,59.0,0.850522167
199,3,1,2,0,9,0.8,26.16,1093.0,10620,75,0.0,0,0,59.0,0.850502311
200,3,1,2,0,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56.5,0.850136766
201,3,1,2,0,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56.5,0.850136766
202,3,1,1,0,6,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.817424242
203,3,1,1,0,5,0.65,4.15,1504.0,1440,29,0.0,0,0,8.0,0.809564394
204,3,1,2,0,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800273829
205,3,1,2,0,6,0.8,11.41,843.0,5670,50,0.0,0,0,31.5,0.800181818
206,3,1,2,0,12,0.8,11.61,760.0,4470,50,0.0,0,0,31.5,0.80007657
207,3,1,2,0,2,0.8,28.08,737.0,10530,63,0.0,0,0,58.5,0.8
208,3,1,1,0,8,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.725
209,3,1,2,0,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555
210,3,1,2,0,5,0.65,20.79,1141.0,8460,0,0.0,0,0,59.0,0.650040783
211,3,1,2,0,11,0.65,12.52,1004.0,9540,44,0.0,0,0,53.0,0.64998056
212,3,1,1,0,7,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.648106061
213,3,1,1,0,11,0.8,4.15,1504.0,1440,29,0.0,0,0,8.0,0.640577652
214,3,1,2,0,4,0.35,22.4,581.0,7350,0,0.0,0,0,51.5,0.35063299
215,3,1,1,0,10,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.24625
216,4,1,1,4,4,0.35,4.3,1502.0,2160,29,0.0,0,0,12.0,0.952020202
217,4,1,1,4,1,0.8,3.94,1506.0,1440,29,0.0,0,0,2.0,0.951420455
218,4,1,1,4,10,0.8,3.94,1506.0,5400,29,0.0,0,0,20.0,0.912766667
219,4,1,1,4,3,0.8,4.15,1504.0,1620,29,0.0,0,0,9.0,0.901262626
220,4,1,1,4,9,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.858143939
221,4,1,2,4,1,0.8,26.16,1073.0,10620,75,0.0,0,0,59.0,0.850502311
222,4,1,2,4,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59.0,0.850502311
223,4,1,2,4,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525
224,4,1,2,4,7,0.8,25.9,1126.0,10170,60,0.0,0,0,56.5,0.850136766
225,4,1,1,4,5,0.65,4.15,1504.0,1440,29,0.0,0,0,8.0,0.821354167
226,4,1,1,4,2,0.8,3.94,1506.0,1440,29,0.0,0,0,8.0,0.805909091
227,4,1,2,4,6,0.8,11.61,1004.0,5670,50,0.0,0,0,31.5,0.800246753
228,4,1,2,4,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.800246753
229,4,1,2,4,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
230,4,1,2,4,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
231,4,1,1,4,8,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.681060606
232,4,1,1,4,7,0.8,2.9,1520.0,1440,29,0.0,0,0,8.0,0.670075758
233,4,1,1,4,11,0.8,4.15,1504.0,1440,29,0.0,0,0,8.0,0.601278409
234,4,1,2,4,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029
235,4,1,2,4,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345
236,4,1,2,4,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
237,4,1,2,4,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649
238,5,1,1,5,11,0.8,4.15,1504.0,1980,29,0.0,0,0,7.0,0.934607438
239,5,1,1,5,4,0.35,4.3,1502.0,2700,29,0.0,0,0,8.0,0.908080808
